Bin_ID	Marker_lineage_number		Number_genomes	Number_markers	Number_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
STF2_125	p__Firmicutes	(UID1022)	100	295	158	30	256	9	0	0	0	89.24	1.96	44.44
STE_104	k__Bacteria	(UID2495)	2993	142	88	11	126	5	0	0	0	89.2	1.98	80
STF1_259	k__Bacteria	(UID2982)	88	230	148	18	210	2	0	0	0	89.19	1.35	0
STE_167	k__Bacteria	(UID2982)	88	230	148	18	210	2	0	0	0	89.16	1.01	0
STCSWMC_161	p__Euryarchaeota	(UID3)	148	187	124	14	167	6	0	0	0	89.11	2.72	100
STF2_166	p__Euryarchaeota	(UID3)	148	187	124	16	171	0	0	0	0	89.11	0	0
STD2_93	o__Bacteroidales	(UID2617)	213	406	265	35	370	1	0	0	0	89.06	0.13	0
STF1_220	o__Clostridiales	(UID1212)	172	263	149	28	225	10	0	0	0	89.05	3.98	80
STCSWMC_159	k__Bacteria	(UID2495)	2993	143	89	16	125	2	0	0	0	89	2.25	50
STD1_59	k__Bacteria	(UID2565)	2921	152	93	13	137	2	0	0	0	89	1.61	0
STD1_64	k__Bacteria	(UID2565)	2921	152	93	13	138	1	0	0	0	89	1.08	0
STD2_50	p__Euryarchaeota	(UID54)	90	234	153	20	206	8	0	0	0	89	4.9	12.5
STA_74	k__Bacteria	(UID209)	5443	105	59	8	92	3	2	0	0	88.98	4.86	22.22
STD2_15	f__Rhodocyclaceae	(UID3972)	30	540	241	42	494	4	0	0	0	88.96	1.24	25
STA_42	k__Bacteria	(UID2495)	2993	147	91	12	133	2	0	0	0	88.95	1.2	50
STCSWMC_215	k__Bacteria	(UID2982)	88	230	148	19	207	4	0	0	0	88.93	1.86	50
STC_42	p__Euryarchaeota	(UID49)	95	228	153	38	186	4	0	0	0	88.9	1.8	75
STF1_79	c__Clostridia	(UID1085)	35	420	196	34	374	12	0	0	0	88.9	2.94	75
STF2_130	c__Clostridia	(UID1085)	35	420	196	41	372	7	0	0	0	88.9	2.51	71.43
STE_210	k__Bacteria	(UID1453)	901	171	117	14	156	1	0	0	0	88.89	0.85	0
STF1_93	c__Clostridia	(UID1085)	35	420	196	48	357	14	1	0	0	88.89	2.75	5.88
STD2_72	c__Alphaproteobacteria	(UID3305)	564	348	229	30	313	4	1	0	0	88.86	2.27	0
STD1_149	k__Bacteria	(UID2565)	2921	152	93	19	125	8	0	0	0	88.84	4.46	37.5
STB_184	k__Bacteria	(UID2565)	2921	152	93	13	136	3	0	0	0	88.83	3.23	100
STD2_150	p__Euryarchaeota	(UID54)	90	234	153	24	208	2	0	0	0	88.82	0.98	100
STE_56	c__Betaproteobacteria	(UID3959)	235	419	211	38	362	19	0	0	0	88.8	3.88	89.47
STD1_111	k__Bacteria	(UID2495)	2993	143	89	10	129	4	0	0	0	88.76	3.93	0
STD2_145	k__Bacteria	(UID2495)	2993	143	89	20	119	3	0	1	0	88.76	6.74	55.56
STA_81	k__Archaea	(UID2)	207	149	107	15	134	0	0	0	0	88.71	0	0
STD2_245	k__Bacteria	(UID2569)	434	278	186	23	250	5	0	0	0	88.71	2.42	20
STF1_189	k__Bacteria	(UID2565)	2921	152	93	11	137	4	0	0	0	88.71	2.21	50
STF2_11	o__Clostridiales	(UID1212)	172	263	149	22	239	2	0	0	0	88.7	0.84	0
STF1_20	k__Bacteria	(UID2495)	2993	143	89	16	123	4	0	0	0	88.68	3.47	50
STF2_210	k__Bacteria	(UID2328)	3167	126	75	9	114	3	0	0	0	88.67	1.57	66.67
STCSWMC_39	p__Bacteroidetes	(UID2605)	350	316	210	31	278	7	0	0	0	88.65	2.78	14.29
STD1_156	k__Bacteria	(UID2565)	2921	152	93	12	140	0	0	0	0	88.65	0	0
STD1_158	k__Bacteria	(UID1452)	924	163	110	14	144	5	0	0	0	88.64	4.55	40
STA_16	k__Bacteria	(UID3060)	138	338	246	31	303	4	0	0	0	88.62	1.02	0
STF2_211	k__Bacteria	(UID203)	5449	104	58	12	70	22	0	0	0	88.62	8.86	86.36
STF2_189	k__Bacteria	(UID2328)	3167	126	75	15	110	1	0	0	0	88.61	0.67	100
STF1_133	k__Bacteria	(UID2495)	2993	142	88	12	126	4	0	0	0	88.57	3.48	50
STCSWMC_209	c__Clostridia	(UID1085)	35	420	196	39	371	10	0	0	0	88.55	2.09	50
STE_197	k__Bacteria	(UID1452)	924	163	110	15	147	1	0	0	0	88.54	0.91	0
STD2_200	k__Bacteria	(UID2565)	2921	152	93	13	138	1	0	0	0	88.53	1.08	0
STF2_123	k__Bacteria	(UID209)	5443	105	59	10	94	1	0	0	0	88.52	0.85	100
STCSWMC_14	p__Bacteroidetes	(UID2605)	350	316	210	35	273	8	0	0	0	88.48	2.74	37.5
STF2_167	o__Clostridiales	(UID1120)	304	250	143	22	227	1	0	0	0	88.46	0.7	100
STF2_33	g__Prevotella	(UID2724)	55	567	296	51	500	15	1	0	0	88.46	3.76	50
STD1_95	k__Bacteria	(UID2495)	2993	147	91	12	134	1	0	0	0	88.4	1.1	0
STF1_19	k__Bacteria	(UID2569)	434	278	186	37	220	20	1	0	0	88.4	9.7	30.43
STD2_143	k__Bacteria	(UID2328)	3167	126	75	11	106	8	1	0	0	88.36	6.91	36.36
STCSWMC_134	c__Deltaproteobacteria	(UID3216)	83	246	155	38	198	10	0	0	0	88.35	3.51	50
STE_208	o__Clostridiales	(UID1120)	304	247	141	19	228	0	0	0	0	88.3	0	0
STF2_235	k__Bacteria	(UID2569)	434	278	186	25	248	5	0	0	0	88.26	2.2	60
STB_149	k__Bacteria	(UID2565)	2921	152	93	13	138	1	0	0	0	88.25	1.08	0
STE_69	k__Bacteria	(UID2570)	433	273	183	26	245	2	0	0	0	88.25	1.09	0
STE_162	k__Bacteria	(UID3187)	2258	188	117	16	167	5	0	0	0	88.24	3.47	0
STD1_99	k__Bacteria	(UID1452)	924	151	101	19	126	6	0	0	0	88.23	4.16	83.33
STA_29	k__Bacteria	(UID203)	5449	104	58	8	94	2	0	0	0	88.22	3.45	0
STD2_256	o__Bacteroidales	(UID2617)	213	406	265	61	338	7	0	0	0	88.22	2.1	42.86
STF1_118	p__Firmicutes	(UID239)	1324	176	102	15	148	12	1	0	0	88.22	6.84	40
STA_3	k__Bacteria	(UID1452)	924	163	110	15	142	6	0	0	0	88.18	4.73	0
STD2_158	k__Bacteria	(UID2328)	3167	126	75	14	111	1	0	0	0	88.18	0.67	100
STF2_213	k__Bacteria	(UID1452)	924	163	110	15	141	7	0	0	0	88.18	5.64	14.29
STD2_219	g__Clostridium	(UID1380)	44	404	145	75	328	1	0	0	0	88.16	0.69	0
STCSWMC_53	k__Bacteria	(UID2569)	434	278	186	27	245	6	0	0	0	88.15	2.15	50
STD1_69	k__Bacteria	(UID209)	5443	105	59	7	97	1	0	0	0	88.14	1.69	100
STD2_7	k__Bacteria	(UID209)	5443	105	59	7	96	2	0	0	0	88.14	1	100
STE_193	k__Bacteria	(UID209)	5443	105	59	7	98	0	0	0	0	88.14	0	0
STD2_187	p__Firmicutes	(UID1022)	100	295	158	23	271	1	0	0	0	88.13	0.63	0
STF2_56	o__Clostridiales	(UID1120)	304	247	141	20	224	3	0	0	0	88.11	1.13	66.67
STF1_32	p__Euryarchaeota	(UID49)	95	228	153	27	185	16	0	0	0	88.07	7.84	87.5
STF1_214	k__Bacteria	(UID2569)	434	278	186	40	232	6	0	0	0	88.06	1.99	0
STF2_140	k__Bacteria	(UID2329)	174	149	89	15	134	0	0	0	0	88.06	0	0
STD2_246	p__Euryarchaeota	(UID3)	148	187	124	41	145	1	0	0	0	88.04	0.16	100
STF1_225	p__Euryarchaeota	(UID3)	148	187	124	17	170	0	0	0	0	88.04	0	0
STF1_226	o__Clostridiales	(UID1212)	172	263	149	26	233	4	0	0	0	88.03	1.79	50
STE_41	p__Euryarchaeota	(UID49)	95	228	153	22	198	6	2	0	0	88.02	5.23	58.33
STC_90	f__Flavobacteriaceae	(UID2817)	81	511	283	58	453	0	0	0	0	88.01	0	0
STF1_137	k__Bacteria	(UID2565)	2921	152	93	21	130	1	0	0	0	88.01	1.08	0
STF1_157	k__Bacteria	(UID2328)	3167	126	75	10	113	3	0	0	0	88	2.22	33.33
STA_88	c__Betaproteobacteria	(UID3959)	235	419	211	36	371	10	2	0	0	87.99	4.15	68.75
STB_142	k__Bacteria	(UID2565)	2921	152	93	13	125	14	0	0	0	87.99	9.87	21.43
STA_13	c__Gammaproteobacteria	(UID4274)	112	580	289	62	483	34	1	0	0	87.96	5.45	51.35
STF1_201	k__Bacteria	(UID2570)	433	273	183	25	244	4	0	0	0	87.96	1.37	75
STE_127	k__Archaea	(UID2)	207	149	107	19	123	6	1	0	0	87.95	5.92	33.33
STF2_227	o__Clostridiales	(UID1120)	304	247	141	22	219	6	0	0	0	87.94	2.86	83.33
STB_134	k__Bacteria	(UID2565)	2921	152	93	14	137	1	0	0	0	87.93	1.08	100
STE_12	k__Bacteria	(UID2570)	433	273	183	29	237	7	0	0	0	87.93	3.06	71.43
STB_4	p__Euryarchaeota	(UID54)	90	234	153	21	207	6	0	0	0	87.91	2.2	16.67
STCSWMC_94	p__Firmicutes	(UID239)	1324	176	102	14	153	9	0	0	0	87.91	4.11	22.22
STF2_20	p__Firmicutes	(UID1022)	100	295	158	29	254	12	0	0	0	87.91	3.03	8.33
STE_171	k__Bacteria	(UID2495)	2993	147	91	15	130	2	0	0	0	87.85	1.65	100
STCSWMC_200	c__Clostridia	(UID1085)	35	420	196	46	359	15	0	0	0	87.82	3.43	66.67
STD1_143	k__Bacteria	(UID2565)	2921	152	93	13	138	1	0	0	0	87.81	1.08	0
STE_118	o__Clostridiales	(UID1226)	155	278	158	29	245	3	1	0	0	87.8	2.22	33.33
STA_60	k__Archaea	(UID2)	207	149	107	16	130	3	0	0	0	87.78	2.18	33.33
STD2_174	c__Deltaproteobacteria	(UID3216)	83	247	155	25	216	6	0	0	0	87.77	2.83	16.67
STA_41	c__Betaproteobacteria	(UID3959)	235	419	211	50	361	8	0	0	0	87.71	2.92	25
STF2_32	p__Firmicutes	(UID239)	1324	176	102	17	155	4	0	0	0	87.68	2.12	25
STA_59	k__Bacteria	(UID2495)	2993	143	89	13	116	14	0	0	0	87.64	6.04	14.29
STCSWMC_99	k__Bacteria	(UID2329)	174	149	89	13	133	3	0	0	0	87.64	2.62	33.33
STE_196	k__Bacteria	(UID2570)	433	273	183	43	227	3	0	0	0	87.58	0.55	100
STB_139	k__Bacteria	(UID1452)	924	151	101	15	136	0	0	0	0	87.57	0	0
STD2_51	p__Firmicutes	(UID241)	930	213	118	23	184	6	0	0	0	87.57	4.24	16.67
STCSWMC_69	k__Bacteria	(UID3060)	138	338	246	66	271	1	0	0	0	87.56	0.2	0
STCSWMC_213	k__Bacteria	(UID2569)	434	278	186	33	229	16	0	0	0	87.54	5.93	43.75
STD2_8	k__Bacteria	(UID2569)	434	278	186	27	241	10	0	0	0	87.54	3.81	30
STD1_141	k__Bacteria	(UID2982)	88	230	148	24	197	8	1	0	0	87.53	3.77	9.09
STF1_2	k__Bacteria	(UID2982)	88	230	148	23	199	5	3	0	0	87.5	3.75	35.71
STF2_114	p__Firmicutes	(UID1022)	100	295	158	25	268	2	0	0	0	87.48	0.95	0
STD1_88	k__Bacteria	(UID2565)	2921	152	93	14	137	1	0	0	0	87.46	1.08	0
STCSWMC_191	k__Bacteria	(UID3060)	138	335	244	36	294	4	1	0	0	87.44	2.46	42.86
STCSWMC_46	k__Bacteria	(UID2328)	3167	126	75	12	110	4	0	0	0	87.44	2.79	100
STCSWMC_1	k__Bacteria	(UID2495)	2993	147	91	30	115	2	0	0	0	87.39	1.2	50
STB_60	c__Deltaproteobacteria	(UID3218)	61	284	169	47	228	9	0	0	0	87.36	3.21	88.89
STA_83	k__Bacteria	(UID2328)	3167	126	75	11	115	0	0	0	0	87.33	0	0
STCSWMC_212	o__Bacteroidales	(UID2621)	198	427	260	52	368	7	0	0	0	87.33	1.62	71.43
STCSWMC_154	k__Bacteria	(UID209)	5443	105	59	10	95	0	0	0	0	87.29	0	0
STCSWMC_49	k__Bacteria	(UID1452)	924	151	101	14	137	0	0	0	0	87.29	0	0
STD1_74	k__Bacteria	(UID1452)	924	163	110	16	140	7	0	0	0	87.27	3.84	71.43
STF1_279	k__Bacteria	(UID2570)	433	273	183	39	225	7	2	0	0	87.27	5.48	61.54
STB_160	k__Bacteria	(UID2495)	2993	147	91	14	133	0	0	0	0	87.26	0	0
STF1_12	p__Euryarchaeota	(UID49)	95	228	153	39	186	3	0	0	0	87.25	1.63	33.33
STF2_73	p__Bacteroidetes	(UID2605)	350	316	210	37	275	4	0	0	0	87.24	1.9	75
STE_119	k__Bacteria	(UID2495)	2993	147	91	15	130	2	0	0	0	87.23	1.2	100
STF1_261	o__Clostridiales	(UID1120)	304	250	143	24	225	1	0	0	0	87.18	0.7	100
STD1_142	k__Bacteria	(UID2982)	88	230	148	27	199	4	0	0	0	87.16	2.7	25
STC_58	p__Bacteroidetes	(UID2605)	350	316	210	42	265	9	0	0	0	87.11	3.1	66.67
STD1_140	k__Bacteria	(UID1452)	924	151	101	20	125	6	0	0	0	87.11	5.28	0
STF2_199	p__Euryarchaeota	(UID49)	95	228	153	24	200	4	0	0	0	87.09	1.31	50
STD2_52	k__Bacteria	(UID2329)	174	149	89	15	132	2	0	0	0	87.08	1.69	50
STF2_101	k__Bacteria	(UID2329)	174	149	89	13	133	3	0	0	0	87.08	2.25	33.33
STF2_109	k__Bacteria	(UID2329)	174	149	89	12	135	2	0	0	0	87.08	2.25	0
STF2_134	k__Bacteria	(UID2329)	174	149	89	12	125	12	0	0	0	87.08	5.9	25
STF2_207	k__Bacteria	(UID2329)	174	149	89	17	130	2	0	0	0	87.08	1.12	50
STD1_215	c__Alphaproteobacteria	(UID3305)	564	349	230	39	287	23	0	0	0	87	5.21	69.57
STA_86	k__Bacteria	(UID203)	5449	104	58	16	73	15	0	0	0	86.99	9.91	33.33
STF2_102	k__Bacteria	(UID2329)	174	149	89	16	129	4	0	0	0	86.97	3.37	0
STF1_258	o__Bacteroidales	(UID2617)	213	406	265	49	350	7	0	0	0	86.95	2.2	71.43
STB_104	k__Bacteria	(UID2565)	2921	152	93	13	137	2	0	0	0	86.92	1.14	0
STF1_143	o__Clostridiales	(UID1120)	304	247	141	37	210	0	0	0	0	86.92	0	0
STF1_184	k__Bacteria	(UID2329)	174	149	89	21	127	1	0	0	0	86.92	1.12	0
STD2_220	o__Clostridiales	(UID1120)	304	250	143	23	224	3	0	0	0	86.89	1.28	100
STCSWMC_61	o__Clostridiales	(UID1120)	304	247	141	35	206	6	0	0	0	86.88	3.9	66.67
STCSWMC_111	p__Firmicutes	(UID239)	1324	176	102	18	154	4	0	0	0	86.86	2.29	25
STCSWMC_117	k__Bacteria	(UID2569)	434	278	186	33	238	7	0	0	0	86.83	3.49	71.43
STF1_120	o__Clostridiales	(UID1120)	304	247	141	28	218	1	0	0	0	86.82	0.71	100
STF1_163	k__Bacteria	(UID2495)	2993	147	91	13	133	1	0	0	0	86.81	1.1	100
STF1_242	k__Bacteria	(UID2569)	434	278	186	28	243	7	0	0	0	86.79	2.32	57.14
STCSWMC_33	p__Euryarchaeota	(UID49)	95	228	153	47	175	6	0	0	0	86.78	2.61	33.33
STF1_249	k__Bacteria	(UID2329)	174	149	89	15	127	7	0	0	0	86.74	5.78	100
STA_85	k__Bacteria	(UID1452)	924	151	101	18	131	2	0	0	0	86.73	0.99	50
STD2_154	o__Clostridiales	(UID1120)	304	247	141	25	220	2	0	0	0	86.7	0.71	100
STF2_136	p__Euryarchaeota	(UID3)	148	187	124	20	166	1	0	0	0	86.69	0.81	100
STE_47	k__Bacteria	(UID2570)	433	273	183	32	233	7	1	0	0	86.68	4.1	60
STD2_234	k__Bacteria	(UID2328)	3167	126	75	13	110	3	0	0	0	86.67	1.05	100
STC_45	f__Flavobacteriaceae	(UID2817)	81	511	283	83	397	31	0	0	0	86.61	7.01	51.61
STA_64	k__Bacteria	(UID2565)	2921	152	93	17	130	4	1	0	0	86.6	5.47	28.57
STCSWMC_116	p__Euryarchaeota	(UID49)	95	228	153	27	186	15	0	0	0	86.6	1.32	93.33
STF2_128	k__Bacteria	(UID2569)	434	278	186	36	235	7	0	0	0	86.58	2.24	28.57
STF1_153	p__Firmicutes	(UID1022)	100	295	158	36	257	2	0	0	0	86.57	0.95	100
STB_38	c__Betaproteobacteria	(UID3888)	323	386	233	41	325	19	1	0	0	86.54	5.99	45.45
STF2_198	o__Bacteroidales	(UID2654)	163	486	266	66	410	10	0	0	0	86.53	2.59	20
STF1_263	k__Bacteria	(UID2329)	174	149	89	13	118	18	0	0	0	86.52	9.89	55.56
STCSWMC_145	p__Bacteroidetes	(UID2605)	350	316	210	37	272	5	2	0	0	86.51	3.81	18.18
STF2_180	c__Alphaproteobacteria	(UID3305)	564	348	229	37	309	2	0	0	0	86.46	0.87	50
STD1_104	k__Bacteria	(UID209)	5443	105	59	9	96	0	0	0	0	86.44	0	0
STF1_273	k__Bacteria	(UID2982)	88	230	148	25	197	8	0	0	0	86.43	3	12.5
STC_41	p__Proteobacteria	(UID3882)	1493	258	161	42	199	17	0	0	0	86.4	8.96	64.71
STF2_154	o__Clostridiales	(UID1120)	304	250	143	40	208	2	0	0	0	86.4	1.4	100
STC_87	k__Bacteria	(UID2565)	2921	152	93	25	124	3	0	0	0	86.38	3.23	0
STF2_8	o__Bacteroidales	(UID2654)	163	486	266	49	417	19	1	0	0	86.37	3.78	45.45
STB_90	k__Bacteria	(UID1452)	924	151	101	17	129	5	0	0	0	86.36	3.17	20
STCSWMC_172	k__Bacteria	(UID2328)	3167	126	75	22	103	1	0	0	0	86.33	1.33	0
STE_151	k__Bacteria	(UID2982)	88	230	148	25	201	4	0	0	0	86.31	1.52	50
STD2_132	p__Euryarchaeota	(UID3)	148	187	124	22	152	13	0	0	0	86.29	7.18	15.38
STE_140	p__Firmicutes	(UID239)	1324	176	102	20	154	2	0	0	0	86.27	0.58	0
STF2_100	o__Clostridiales	(UID1212)	172	263	149	31	226	6	0	0	0	86.24	2.57	50
STD2_261	k__Bacteria	(UID2328)	3167	126	75	11	107	8	0	0	0	86.22	5.7	37.5
STB_120	k__Bacteria	(UID2565)	2921	152	93	15	135	2	0	0	0	86.2	2.15	50
STB_167	k__Bacteria	(UID2565)	2921	152	93	15	136	1	0	0	0	86.2	1.08	0
STCSWMC_216	k__Bacteria	(UID3060)	138	335	244	40	285	10	0	0	0	86.2	3.52	40
STC_81	k__Bacteria	(UID2569)	434	278	186	31	245	2	0	0	0	86.19	0.63	50
STCSWMC_4	p__Bacteroidetes	(UID2605)	350	316	210	39	263	13	1	0	0	86.17	5.42	18.75
STF1_235	k__Bacteria	(UID2982)	88	230	148	27	197	6	0	0	0	86.15	2.73	16.67
STC_21	k__Bacteria	(UID3060)	138	338	246	48	283	7	0	0	0	86.14	1.78	57.14
STD1_34	k__Bacteria	(UID2565)	2921	152	93	15	134	3	0	0	0	86.14	2.21	0
STCSWMC_219	o__Clostridiales	(UID1120)	304	250	143	27	221	2	0	0	0	86.13	1.4	100
STD2_130	c__Clostridia	(UID1118)	387	223	124	23	199	1	0	0	0	86.13	0.81	0
STF2_115	k__Bacteria	(UID2565)	2921	142	87	14	127	1	0	0	0	86.1	1.15	0
STF1_87	k__Bacteria	(UID2495)	2993	147	91	18	126	3	0	0	0	86.08	1.23	66.67
STF2_173	p__Bacteroidetes	(UID2605)	350	316	210	39	260	17	0	0	0	86.08	6.11	47.06
STD1_153	k__Bacteria	(UID2565)	2921	152	93	13	137	2	0	0	0	86.02	1.17	50
STE_128	k__Bacteria	(UID2569)	434	278	186	31	234	12	1	0	0	86	6.07	40
STF2_171	c__Deltaproteobacteria	(UID3218)	61	284	169	57	222	5	0	0	0	86	1.45	20
STCSWMC_35	c__Alphaproteobacteria	(UID3305)	564	349	230	48	289	12	0	0	0	85.97	1.95	16.67
STE_34	p__Bacteroidetes	(UID2605)	350	316	210	56	241	18	1	0	0	85.95	7.86	85.71
STD2_135	k__Bacteria	(UID2329)	174	149	89	15	129	5	0	0	0	85.91	4.04	100
STF2_12	k__Bacteria	(UID203)	5449	104	58	10	77	16	1	0	0	85.86	4.39	15.79
STB_176	k__Bacteria	(UID2565)	2921	152	93	17	131	3	1	0	0	85.84	5.38	16.67
STA_61	c__Deltaproteobacteria	(UID3216)	83	247	155	31	211	5	0	0	0	85.81	3.23	40
STE_49	k__Bacteria	(UID2982)	88	230	148	27	195	8	0	0	0	85.81	3.75	25
STD1_133	k__Bacteria	(UID3060)	138	338	246	62	265	11	0	0	0	85.8	2.71	27.27
STC_97	k__Archaea	(UID2)	207	149	107	29	120	0	0	0	0	85.75	0	0
STA_87	k__Bacteria	(UID2569)	434	278	186	33	235	10	0	0	0	85.73	4.18	40
STF1_91	k__Bacteria	(UID2569)	434	278	186	35	227	14	2	0	0	85.7	5.67	25
STD2_71	k__Bacteria	(UID3060)	138	338	246	41	296	1	0	0	0	85.69	0.41	0
STA_84	k__Bacteria	(UID2565)	2921	152	93	15	135	2	0	0	0	85.66	2.15	50
STD1_147	k__Bacteria	(UID2565)	2921	152	93	17	132	3	0	0	0	85.66	2.69	66.67
STE_99	f__Rhodocyclaceae	(UID3972)	30	540	241	66	450	23	1	0	0	85.66	7.13	84.62
STF1_81	o__Clostridiales	(UID1120)	304	247	141	31	214	2	0	0	0	85.58	1.42	100
STD2_55	k__Bacteria	(UID2495)	2993	143	89	19	120	4	0	0	0	85.55	4.49	25
STD1_122	k__Bacteria	(UID2565)	2921	152	93	18	124	9	1	0	0	85.5	3.77	0
STCSWMC_107	p__Euryarchaeota	(UID3)	148	187	124	22	159	6	0	0	0	85.48	2.73	100
STF1_33	k__Bacteria	(UID2565)	2921	152	93	15	134	3	0	0	0	85.48	2.69	66.67
STF1_193	k__Bacteria	(UID1453)	901	171	117	19	148	4	0	0	0	85.47	3.42	0
STF2_97	o__Clostridiales	(UID1120)	304	247	141	54	172	21	0	0	0	85.47	8.82	4.76
STF2_120	p__Firmicutes	(UID241)	930	213	118	25	187	1	0	0	0	85.45	0.85	100
STCSWMC_103	p__Bacteroidetes	(UID2605)	350	316	210	39	270	7	0	0	0	85.41	2.32	14.29
STCSWMC_227	k__Bacteria	(UID2329)	174	149	89	20	127	2	0	0	0	85.39	1.12	50
STE_63	k__Bacteria	(UID2495)	2993	143	89	14	127	2	0	0	0	85.39	1.69	0
STF2_68	o__Bacteroidales	(UID2621)	198	427	260	53	368	6	0	0	0	85.38	1.47	50
STCSWMC_59	o__Clostridiales	(UID1120)	304	247	141	30	202	15	0	0	0	85.36	7.36	20
STF2_131	o__Clostridiales	(UID1120)	304	247	141	31	207	9	0	0	0	85.32	4.45	77.78
STF2_163	k__Bacteria	(UID2329)	174	149	89	35	113	1	0	0	0	85.32	1.12	0
STF1_67	k__Bacteria	(UID2570)	433	273	183	30	239	4	0	0	0	85.3	1.91	50
STD1_82	k__Bacteria	(UID2565)	2921	152	93	17	128	7	0	0	0	85.29	5.57	42.86
STD1_162	k__Bacteria	(UID2565)	2921	152	93	21	121	10	0	0	0	85.28	9.14	40
STD2_104	k__Bacteria	(UID2570)	433	273	183	48	216	9	0	0	0	85.26	3.68	66.67
STF2_18	p__Euryarchaeota	(UID49)	95	228	153	44	174	10	0	0	0	85.24	5.23	70
STB_133	k__Bacteria	(UID2565)	2921	143	88	28	112	3	0	0	0	85.23	2.84	33.33
STF2_61	k__Bacteria	(UID2495)	2993	142	88	15	125	2	0	0	0	85.23	0.64	100
STCSWMC_220	o__Clostridiales	(UID1120)	304	247	141	30	213	4	0	0	0	85.17	2.13	100
STD1_123	k__Bacteria	(UID2565)	2921	152	93	25	122	4	1	0	0	85.17	4.3	71.43
STF1_26	k__Bacteria	(UID2495)	2993	147	91	14	131	2	0	0	0	85.16	2.2	50
STF2_190	k__Bacteria	(UID2495)	2993	142	88	16	123	3	0	0	0	85.16	1.77	66.67
STF1_100	k__Bacteria	(UID209)	5443	105	59	12	91	2	0	0	0	85.13	0.31	0
STF1_251	p__Bacteroidetes	(UID2605)	350	316	210	44	271	1	0	0	0	85.13	0.48	0
STF2_53	k__Bacteria	(UID1452)	924	151	101	28	123	0	0	0	0	85.13	0	0
STF2_170	k__Bacteria	(UID2569)	434	278	186	38	235	4	1	0	0	85.07	2.6	57.14
STCSWMC_114	c__Clostridia	(UID1085)	35	420	196	54	358	8	0	0	0	85.03	1.46	75
STE_32	p__Euryarchaeota	(UID54)	90	234	153	34	195	5	0	0	0	85.03	2.31	100
STF1_78	k__Bacteria	(UID2982)	88	230	148	32	191	7	0	0	0	84.96	3.76	57.14
STD2_18	k__Bacteria	(UID2495)	2993	147	91	31	116	0	0	0	0	84.92	0	0
STF1_44	o__Clostridiales	(UID1212)	172	263	149	30	229	4	0	0	0	84.88	2.03	50
STD1_96	c__Deltaproteobacteria	(UID3216)	83	247	155	27	199	16	5	0	0	84.84	6.17	16.13
STF2_81	k__Bacteria	(UID2329)	174	149	89	23	123	3	0	0	0	84.83	2.25	0
STB_92	k__Bacteria	(UID1452)	924	151	101	17	131	3	0	0	0	84.82	1.6	66.67
STD2_263	p__Euryarchaeota	(UID54)	90	234	153	37	186	10	1	0	0	84.81	6.75	69.23
STF1_70	k__Bacteria	(UID2329)	174	149	89	17	131	1	0	0	0	84.78	1.12	0
STF2_7	k__Bacteria	(UID2569)	434	278	186	40	234	4	0	0	0	84.78	1.88	50
STA_43	k__Bacteria	(UID203)	5449	104	58	10	91	3	0	0	0	84.77	1.03	0
STC_102	k__Bacteria	(UID203)	5449	104	58	10	93	1	0	0	0	84.77	0.34	0
STD2_125	k__Bacteria	(UID1453)	901	171	117	26	134	11	0	0	0	84.76	6.06	18.18
STF1_128	p__Euryarchaeota	(UID3)	148	188	125	21	161	5	1	0	0	84.68	3.2	0
STE_26	k__Bacteria	(UID2495)	2993	147	91	14	128	4	1	0	0	84.62	4.31	57.14
STF1_115	p__Firmicutes	(UID1022)	100	295	158	51	235	8	1	0	0	84.62	2.22	45.45
STB_163	k__Bacteria	(UID2565)	2921	152	93	28	123	1	0	0	0	84.59	1.08	0
STA_6	k__Archaea	(UID2)	207	149	107	17	132	0	0	0	0	84.58	0	0
STD2_20	c__Alphaproteobacteria	(UID3305)	564	348	229	43	299	6	0	0	0	84.58	1.62	66.67
STF2_195	k__Bacteria	(UID203)	5449	102	56	16	82	4	0	0	0	84.58	3	50
STB_116	k__Bacteria	(UID2565)	2921	152	93	18	128	6	0	0	0	84.52	4.4	83.33
STC_8	k__Bacteria	(UID2565)	2921	152	93	18	131	3	0	0	0	84.52	2.25	0
STD1_200	k__Bacteria	(UID2565)	2921	152	93	17	134	1	0	0	0	84.52	0.1	0
STF1_28	k__Bacteria	(UID2982)	88	230	148	30	185	14	1	0	0	84.48	5.92	23.53
STCSWMC_20	k__Bacteria	(UID2329)	174	149	89	21	122	5	1	0	0	84.45	4.61	25
STC_36	p__Euryarchaeota	(UID3)	148	187	124	28	153	6	0	0	0	84.44	3.76	83.33
STE_75	p__Actinobacteria	(UID2112)	31	211	124	27	184	0	0	0	0	84.43	0	0
STCSWMC_102	p__Euryarchaeota	(UID3)	148	188	125	21	161	6	0	0	0	84.4	3.6	50
STB_180	k__Archaea	(UID2)	207	149	107	26	115	8	0	0	0	84.38	6.54	25
STE_55	k__Bacteria	(UID2495)	2993	147	91	24	118	5	0	0	0	84.37	5.49	60
STB_44	k__Bacteria	(UID2565)	2921	152	93	16	133	3	0	0	0	84.35	2.69	0
STCSWMC_21	o__Clostridiales	(UID1120)	304	249	142	32	212	5	0	0	0	84.33	1.9	60
